branch,loops,padding_size,existing_memory_kb,existing_status,new_memory_kb,new_status
10,2600,900,4234904,ok,603256,ok
10,2600,1000,4469744,ok,626764,ok
10,2600,1100,4744016,ok,654180,ok
10,2600,1200,4979152,ok,677924,ok
10,2600,1300,5213960,ok,701512,ok
10,2600,1400,5449116,ok,725176,ok
10,2600,1500,5723532,ok,752220,ok
10,2600,1600,5958720,ok,775888,ok
10,2600,1700,6193652,ok,799420,ok
10,2600,1800,6428712,ok,823196,ok
10,2600,1900,6702992,ok,850352,ok
10,2600,2000,6937976,ok,873904,ok
10,2600,2100,7172940,ok,897568,ok
10,2600,2200,7408016,ok,920980,ok
10,2600,2300,7682412,ok,948296,ok
10,2600,2400,7917332,ok,971952,ok
10,2600,2500,8152392,ok,995488,ok
10,2600,2600,8387604,ok,1019104,ok
10,2600,2700,8661476,ok,1046232,ok
10,2600,2800,8896772,ok,1069892,ok
10,2600,2900,9131608,ok,1093508,ok
10,2600,3000,9366872,ok,1117048,ok
10,2600,3100,9640804,ok,1144352,ok
10,2600,3200,9875848,ok,1167752,ok
10,2600,3300,10110844,ok,1191376,ok
10,2600,3400,10345984,ok,1215028,ok
10,2600,3500,10620144,over_10gb,1242360,ok
10,2600,3600,10855148,over_10gb,1265952,ok
10,2600,3700,11090316,over_10gb,1289528,ok
10,2700,0,2078928,ok,387368,ok
10,2700,100,2363712,ok,415760,ok
10,2700,200,2607692,ok,440312,ok
10,2700,300,2892520,ok,468696,ok
10,2700,400,3136168,ok,493260,ok
10,2700,500,3380512,ok,517592,ok
10,2700,600,3624456,ok,542036,ok
10,2700,700,3908940,ok,570684,ok
10,2700,800,4153268,ok,594960,ok
10,2700,900,4396504,ok,619472,ok
10,2700,1000,4640364,ok,643792,ok
10,2700,1100,4925500,ok,672416,ok
10,2700,1200,5169600,ok,697024,ok
10,2700,1300,5413260,ok,721620,ok
10,2700,1400,5657356,ok,746176,ok
10,2700,1500,5942064,ok,774140,ok
10,2700,1600,6186528,ok,798772,ok
10,2700,1700,6430168,ok,823280,ok
10,2700,1800,6674612,ok,847896,ok
10,2700,1900,6959256,ok,876124,ok
10,2700,2000,7203248,ok,900576,ok
10,2700,2100,7447380,ok,925148,ok
10,2700,2200,7691308,ok,949592,ok
10,2700,2300,7976156,ok,977848,ok
10,2700,2400,8220240,ok,1002408,ok
10,2700,2500,8464212,ok,1026668,ok
10,2700,2600,8708456,ok,1051316,ok
10,2700,2700,8992712,ok,1079636,ok
10,2700,2800,9236832,ok,1104136,ok
10,2700,2900,9480896,ok,1128616,ok
10,2700,3000,9724908,ok,1153144,ok
10,2700,3100,10009704,ok,1181552,ok
10,2700,3200,10253608,ok,1205988,ok
10,2700,3300,10497664,over_10gb,1230424,ok
10,2700,3400,10741492,over_10gb,1254960,ok
10,2700,3500,11026248,over_10gb,1283104,ok
10,2800,0,2154836,ok,395004,ok
10,2800,100,2450372,ok,424360,ok
10,2800,200,2703408,ok,449736,ok
10,2800,300,2998536,ok,479444,ok
10,2800,400,3251000,ok,504780,ok
10,2800,500,3504380,ok,530044,ok
10,2800,600,3757436,ok,555296,ok
10,2800,700,4052728,ok,584988,ok
10,2800,800,4305688,ok,610420,ok
10,2800,900,4558296,ok,635692,ok
10,2800,1000,4811088,ok,661020,ok
10,2800,1100,5106616,ok,690596,ok
10,2800,1200,5359508,ok,716072,ok
10,2800,1300,5612424,ok,741624,ok
10,2800,1400,5865148,ok,766996,ok
10,2800,1500,6160896,ok,796112,ok
10,2800,1600,6413972,ok,821676,ok
10,2800,1700,6667140,ok,847104,ok
10,2800,1800,6920140,ok,872600,ok
10,2800,1900,7215228,ok,901852,ok
10,2800,2000,7468448,ok,927184,ok
10,2800,2100,7721588,ok,952728,ok
10,2800,2200,7974700,ok,978036,ok
10,2800,2300,8269808,ok,1007396,ok
10,2800,2400,8522964,ok,1032852,ok
10,2800,2500,8775616,ok,1058232,ok
10,2800,2600,9028824,ok,1083584,ok
10,2800,2700,9323944,ok,1112916,ok
10,2800,2800,9577028,ok,1138392,ok
10,2800,2900,9830140,ok,1163868,ok
10,2800,3000,10083052,ok,1189212,ok
10,2800,3100,10378300,ok,1218660,ok
10,2800,3200,10631288,over_10gb,1243972,ok
10,2800,3300,10884344,over_10gb,1269500,ok
10,2800,3400,11137252,over_10gb,1294728,ok
10,2900,0,2231124,ok,402580,ok
10,2900,100,2537028,ok,433040,ok
10,2900,200,2799052,ok,459408,ok
10,2900,300,3104744,ok,490048,ok
10,2900,400,3366436,ok,516292,ok
10,2900,500,3628472,ok,542468,ok
10,2900,600,3890784,ok,568708,ok
10,2900,700,4196600,ok,599484,ok
10,2900,800,4458316,ok,625724,ok
10,2900,900,4720024,ok,651736,ok
10,2900,1000,4981996,ok,678144,ok
10,2900,1100,5287868,ok,708788,ok
10,2900,1200,5549888,ok,735212,ok
10,2900,1300,5811656,ok,761560,ok
10,2900,1400,6074008,ok,788036,ok
10,2900,1500,6379724,ok,818220,ok
10,2900,1600,6641824,ok,844628,ok
10,2900,1700,6903940,ok,870904,ok
10,2900,1800,7165876,ok,897304,ok
10,2900,1900,7471508,ok,927652,ok
10,2900,2000,7733524,ok,953920,ok
10,2900,2100,7995544,ok,980312,ok
10,2900,2200,8257664,ok,1006452,ok
10,2900,2300,8563580,ok,1036956,ok
10,2900,2400,8825284,ok,1063344,ok
10,2900,2500,9087452,ok,1089532,ok
10,2900,2600,9349672,ok,1115988,ok
10,2900,2700,9655236,ok,1146348,ok
10,2900,2800,9917516,ok,1172632,ok
10,2900,2900,10179288,ok,1199028,ok
10,2900,3000,10441076,ok,1225284,ok
10,2900,3100,10747236,over_10gb,1255820,ok
10,2900,3200,11009164,over_10gb,1282076,ok
10,2900,3300,11271044,over_10gb,1308324,ok
10,3000,0,2307284,ok,410160,ok
10,3000,100,2623680,ok,441560,ok
10,3000,200,2894332,ok,468956,ok
10,3000,300,3210980,ok,500656,ok
10,3000,400,3481760,ok,527804,ok
10,3000,500,3752996,ok,554900,ok
10,3000,600,4024032,ok,582052,ok
10,3000,700,4340216,ok,613880,ok
10,3000,800,4611260,ok,641032,ok
10,3000,900,4881816,ok,668008,ok
10,3000,1000,5152384,ok,695272,ok
10,3000,1100,5468888,ok,726976,ok
10,3000,1200,5740204,ok,754312,ok
10,3000,1300,6010700,ok,781628,ok
10,3000,1400,6282268,ok,808952,ok
10,3000,1500,6598480,ok,840104,ok
10,3000,1600,6869536,ok,867332,ok
10,3000,1700,7140468,ok,894696,ok
10,3000,1800,7411636,ok,922000,ok
10,3000,1900,7727972,ok,953332,ok
10,3000,2000,7998636,ok,980600,ok
10,3000,2100,8269816,ok,1007892,ok
10,3000,2200,8540764,ok,1035028,ok
10,3000,2300,8857108,ok,1066512,ok
10,3000,2400,9128016,ok,1093752,ok
10,3000,2500,9399156,ok,1120976,ok
10,3000,2600,9670388,ok,1148272,ok
10,3000,2700,9986148,ok,1179600,ok
10,3000,2800,10257392,ok,1206864,ok
10,3000,2900,10528424,over_10gb,1233968,ok
10,3000,3000,10799504,over_10gb,1261348,ok
10,3000,3100,11115472,over_10gb,1292916,ok
10,3100,0,2383348,ok,417736,ok
10,3100,100,2710172,ok,450192,ok
10,3100,200,2990028,ok,478380,ok
10,3100,300,3316764,ok,511004,ok
10,3100,400,3596592,ok,539328,ok
10,3100,500,3876984,ok,567324,ok
10,3100,600,4157152,ok,595260,ok
10,3100,700,4483396,ok,628280,ok
10,3100,800,4763876,ok,656340,ok
10,3100,900,5043604,ok,684320,ok
10,3100,1000,5323376,ok,712396,ok
10,3100,1100,5650176,ok,745128,ok
10,3100,1200,5930432,ok,773408,ok
10,3100,1300,6210072,ok,801632,ok
10,3100,1400,6490264,ok,829868,ok
10,3100,1500,6817044,ok,862152,ok
10,3100,1600,7097128,ok,890192,ok
10,3100,1700,7377284,ok,918492,ok
10,3100,1800,7657392,ok,946704,ok
10,3100,1900,7983708,ok,979056,ok
10,3100,2000,8263728,ok,1007280,ok
10,3100,2100,8543952,ok,1035388,ok
10,3100,2200,8824236,ok,1063560,ok
10,3100,2300,9150744,ok,1095956,ok
10,3100,2400,9430992,ok,1124272,ok
10,3100,2500,9710796,ok,1152212,ok
10,3100,2600,9991208,ok,1180424,ok
10,3100,2700,10317636,ok,1213072,ok
10,3100,2800,10597836,over_10gb,1241148,ok
10,3100,2900,10877552,over_10gb,1269288,ok
10,3100,3000,11157752,over_10gb,1297392,ok
10,3200,0,2459472,ok,425212,ok
10,3200,100,2796700,ok,458944,ok
10,3200,200,3085732,ok,487924,ok
10,3200,300,3422856,ok,521720,ok
10,3200,400,3712032,ok,550840,ok
10,3200,500,4001056,ok,579724,ok
10,3200,600,4290144,ok,608720,ok
10,3200,700,4627148,ok,642680,ok
10,3200,800,4916536,ok,671480,ok
10,3200,900,5205020,ok,700436,ok
10,3200,1000,5494092,ok,729528,ok
10,3200,1100,5831228,ok,763308,ok
10,3200,1200,6120512,ok,792508,ok
10,3200,1300,6409364,ok,821508,ok
10,3200,1400,6698308,ok,850780,ok
10,3200,1500,7035716,ok,884144,ok
10,3200,1600,7324872,ok,913280,ok
10,3200,1700,7613528,ok,942280,ok
10,3200,1800,7903028,ok,971240,ok
10,3200,1900,8240056,ok,1004860,ok
10,3200,2000,8528996,ok,1033832,ok
10,3200,2100,8818232,ok,1063060,ok
10,3200,2200,9107500,ok,1092012,ok
10,3200,2300,9444536,ok,1125580,ok
10,3200,2400,9733480,ok,1154736,ok
10,3200,2500,10022364,ok,1183680,ok
10,3200,2600,10311628,ok,1212812,ok
10,3200,2700,10648772,over_10gb,1246416,ok
10,3200,2800,10937904,over_10gb,1275296,ok
10,3200,2900,11227020,over_10gb,1304388,ok
10,3300,0,2535504,ok,432892,ok
10,3300,100,2883496,ok,467596,ok
10,3300,200,3181640,ok,497448,ok
10,3300,300,3528988,ok,532428,ok
10,3300,400,3827236,ok,562360,ok
10,3300,500,4125348,ok,592100,ok
10,3300,600,4423392,ok,621900,ok
10,3300,700,4770984,ok,657072,ok
10,3300,800,5068900,ok,686828,ok
10,3300,900,5366716,ok,716776,ok
10,3300,1000,5665004,ok,746520,ok
10,3300,1100,6012732,ok,781520,ok
10,3300,1200,6310720,ok,811512,ok
10,3300,1300,6608680,ok,841644,ok
10,3300,1400,6906428,ok,871696,ok
10,3300,1500,7254456,ok,906120,ok
10,3300,1600,7552432,ok,936164,ok
10,3300,1700,7850632,ok,966072,ok
10,3300,1800,8148552,ok,996112,ok
10,3300,1900,8496388,ok,1030712,ok
10,3300,2000,8794484,ok,1060620,ok
10,3300,2100,9092500,ok,1090640,ok
10,3300,2200,9390636,ok,1120552,ok
10,3300,2300,9738368,ok,1155104,ok
10,3300,2400,10036396,ok,1185120,ok
10,3300,2500,10334420,ok,1215092,ok
10,3300,2600,10632288,over_10gb,1245120,ok
10,3300,2700,10980004,over_10gb,1279540,ok
10,3300,2800,11277884,over_10gb,1309660,ok
10,3400,0,2611924,ok,440464,ok
10,3400,100,2969824,ok,476092,ok
10,3400,200,3277256,ok,507144,ok
10,3400,300,3635432,ok,543092,ok
10,3400,400,3942304,ok,573748,ok
10,3400,500,4249504,ok,604488,ok
10,3400,600,4556332,ok,635400,ok
10,3400,700,4914684,ok,671448,ok
10,3400,800,5221684,ok,701920,ok
10,3400,900,5528452,ok,732992,ok
10,3400,1000,5835372,ok,763772,ok
10,3400,1100,6193788,ok,799528,ok
10,3400,1200,6500800,ok,830568,ok
10,3400,1300,6807860,ok,861608,ok
10,3400,1400,7114904,ok,892608,ok
10,3400,1500,7473060,ok,928096,ok
10,3400,1600,7780160,ok,959048,ok
10,3400,1700,8087428,ok,989748,ok
10,3400,1800,8394420,ok,1020840,ok
10,3400,1900,8752572,ok,1056432,ok
10,3400,2000,9059372,ok,1087292,ok
10,3400,2100,9366248,ok,1118140,ok
10,3400,2200,9673324,ok,1149016,ok
10,3400,2300,10031832,ok,1184676,ok
10,3400,2400,10338956,ok,1215652,ok
10,3400,2500,10645972,over_10gb,1246440,ok
10,3400,2600,10952944,over_10gb,1277396,ok
10,3400,2700,11311044,over_10gb,1312860,ok
10,3500,0,2687956,ok,448044,ok
10,3500,100,3056836,ok,484808,ok
10,3500,200,3372744,ok,516548,ok
10,3500,300,3741540,ok,553704,ok
10,3500,400,4057192,ok,585396,ok
10,3500,500,4373512,ok,616920,ok
10,3500,600,4689448,ok,648700,ok
10,3500,700,5057876,ok,685872,ok
10,3500,800,5374524,ok,717568,ok
10,3500,900,5690216,ok,749084,ok
10,3500,1000,6006132,ok,780776,ok
10,3500,1100,6375012,ok,817776,ok
10,3500,1200,6691040,ok,849696,ok
10,3500,1300,7006904,ok,881608,ok
10,3500,1400,7323064,ok,913512,ok
10,3500,1500,7692028,ok,950028,ok
10,3500,1600,8008032,ok,981932,ok
10,3500,1700,8323908,ok,1013648,ok
10,3500,1800,8640176,ok,1045512,ok
10,3500,1900,9008800,ok,1082184,ok
10,3500,2000,9324688,ok,1113960,ok
10,3500,2100,9640820,ok,1145764,ok
10,3500,2200,9956804,ok,1177528,ok
10,3500,2300,10325500,ok,1214280,ok
10,3500,2400,10641616,over_10gb,1246120,ok
10,3500,2500,10957492,over_10gb,1277832,ok
10,3500,2600,11273840,over_10gb,1309676,ok
10,3600,0,2764116,ok,455620,ok
10,3600,100,3143360,ok,493468,ok
10,3600,200,3468232,ok,526244,ok
10,3600,300,3847480,ok,564312,ok
10,3600,400,4172408,ok,596816,ok
10,3600,500,4497568,ok,629464,ok
10,3600,600,4822556,ok,661944,ok
10,3600,700,5201712,ok,700240,ok
10,3600,800,5526772,ok,732520,ok
10,3600,900,5852052,ok,765292,ok
10,3600,1000,6176924,ok,798032,ok
10,3600,1100,6556220,ok,836044,ok
10,3600,1200,6881344,ok,868780,ok
10,3600,1300,7206192,ok,901592,ok
10,3600,1400,7531420,ok,934292,ok
10,3600,1500,7910504,ok,972044,ok
10,3600,1600,8235424,ok,1004812,ok
10,3600,1700,8560600,ok,1037336,ok
10,3600,1800,8885656,ok,1070216,ok
10,3600,1900,9264660,ok,1108000,ok
10,3600,2000,9589664,ok,1140612,ok
10,3600,2100,9914932,ok,1173304,ok
10,3600,2200,10240044,ok,1206016,ok
10,3600,2300,10619332,over_10gb,1243596,ok
10,3600,2400,10944156,over_10gb,1276580,ok
10,3600,2500,11269440,over_10gb,1309096,ok
10,3700,0,2850284,ok,463200,ok
10,3700,100,3240444,ok,502152,ok
10,3700,200,3574088,ok,535792,ok
10,3700,300,3963620,ok,574908,ok
10,3700,400,4297508,ok,608428,ok
10,3700,500,4631844,ok,641896,ok
10,3700,600,4964956,ok,675408,ok
10,3700,700,5355000,ok,714616,ok
10,3700,800,5689276,ok,748180,ok
10,3700,900,6024724,ok,781512,ok
10,3700,1000,6358768,ok,815152,ok
10,3700,1100,6747960,ok,854280,ok
10,3700,1200,7082312,ok,887944,ok
10,3700,1300,7415992,ok,921656,ok
10,3700,1400,7750424,ok,955280,ok
10,3700,1500,8139888,ok,994020,ok
10,3700,1600,8473900,ok,1027648,ok
10,3700,1700,8808200,ok,1061116,ok
10,3700,1800,9141780,ok,1094748,ok
10,3700,1900,9531748,ok,1133732,ok
10,3700,2000,9865304,ok,1167188,ok
10,3700,2100,10199564,ok,1200968,ok
10,3700,2200,10533564,over_10gb,1234440,ok
10,3700,2300,10922960,over_10gb,1273252,ok
10,3700,2400,11257300,over_10gb,1306916,ok
10,3800,0,2926544,ok,470776,ok
10,3800,100,3327040,ok,510612,ok
10,3800,200,3669832,ok,545336,ok
10,3800,300,4069636,ok,585508,ok
10,3800,400,4412684,ok,619952,ok
10,3800,500,4756028,ok,654320,ok
10,3800,600,5097988,ok,688616,ok
10,3800,700,5498684,ok,728988,ok
10,3800,800,5841876,ok,763488,ok
10,3800,900,6186104,ok,797788,ok
10,3800,1000,6529272,ok,832152,ok
10,3800,1100,6929132,ok,872452,ok
10,3800,1200,7272644,ok,907044,ok
10,3800,1300,7615288,ok,941656,ok
10,3800,1400,7958444,ok,976248,ok
10,3800,1500,8358460,ok,1015836,ok
10,3800,1600,8701652,ok,1050476,ok
10,3800,1700,9044744,ok,1084952,ok
10,3800,1800,9387364,ok,1119616,ok
10,3800,1900,9787572,ok,1159344,ok
10,3800,2000,10130404,ok,1193984,ok
10,3800,2100,10473740,ok,1228424,ok
10,3800,2200,10816692,over_10gb,1263000,ok
10,3800,2300,11216392,over_10gb,1302940,ok
10,3800,2400,11559848,over_10gb,1337380,ok
10,3900,0,3002588,ok,478352,ok
10,3900,100,3413692,ok,519396,ok
10,3900,200,3765468,ok,554884,ok
10,3900,300,4175592,ok,596016,ok
10,3900,400,4527908,ok,631468,ok
10,3900,500,4880164,ok,666624,ok
10,3900,600,5231224,ok,701872,ok
10,3900,700,5642168,ok,743456,ok
10,3900,800,5994616,ok,778780,ok
10,3900,900,6347724,ok,814056,ok
10,3900,1000,6699840,ok,849280,ok
10,3900,1100,7109904,ok,890616,ok
10,3900,1200,7462548,ok,926168,ok
10,3900,1300,7814456,ok,961536,ok
10,3900,1400,8166636,ok,997160,ok
10,3900,1500,8577208,ok,1037972,ok
10,3900,1600,8929056,ok,1073456,ok
10,3900,1700,9281216,ok,1108836,ok
10,3900,1800,9632956,ok,1144260,ok
10,3900,1900,10043780,ok,1185272,ok
10,3900,2000,10395452,ok,1220660,ok
10,3900,2100,10748060,over_10gb,1256104,ok
10,3900,2200,11100116,over_10gb,1291488,ok
10,3900,2300,11510044,over_10gb,1332496,ok
10,4000,0,3078684,ok,485804,ok
10,4000,100,3500316,ok,527948,ok
10,4000,200,3860936,ok,564436,ok
10,4000,300,4282084,ok,606744,ok
10,4000,400,4642884,ok,642988,ok
10,4000,500,5004080,ok,679180,ok
10,4000,600,5364300,ok,715364,ok
10,4000,700,5786104,ok,757664,ok
10,4000,800,6147388,ok,794100,ok
10,4000,900,6509512,ok,830216,ok
10,4000,1000,6870532,ok,866408,ok
10,4000,1100,7291320,ok,908844,ok
10,4000,1200,7652580,ok,945260,ok
10,4000,1300,8013620,ok,981364,ok
10,4000,1400,8374736,ok,1018076,ok
10,4000,1500,8795984,ok,1059948,ok
10,4000,1600,9157024,ok,1096352,ok
10,4000,1700,9518040,ok,1132628,ok
10,4000,1800,9878768,ok,1169068,ok
10,4000,1900,10299972,ok,1211004,ok
10,4000,2000,10660784,over_10gb,1247336,ok
10,4000,2100,11021972,over_10gb,1283712,ok
10,4000,2200,11383212,over_10gb,1319980,ok
10,4100,0,3155156,ok,496992,ok
10,4100,100,3586884,ok,540116,ok
10,4100,200,3956556,ok,577312,ok
10,4100,300,4388200,ok,620388,ok
10,4100,400,4758304,ok,657404,ok
10,4100,500,5128228,ok,694196,ok
10,4100,600,5497440,ok,731272,ok
10,4100,700,5929852,ok,774556,ok
10,4100,800,6300088,ok,811624,ok
10,4100,900,6671096,ok,848300,ok
10,4100,1000,7041264,ok,885364,ok
10,4100,1100,7472436,ok,928784,ok
10,4100,1200,7842864,ok,965980,ok
10,4100,1300,8212660,ok,1003160,ok
10,4100,1400,8583196,ok,1040440,ok
10,4100,1500,9014380,ok,1082676,ok
10,4100,1600,9384736,ok,1119840,ok
10,4100,1700,9754404,ok,1157164,ok
10,4100,1800,10124440,ok,1194432,ok
10,4100,1900,10556256,over_10gb,1236828,ok
10,4100,2000,10925744,over_10gb,1274008,ok
10,4100,2100,11296060,over_10gb,1311300,ok
10,4200,0,3231188,ok,509280,ok
10,4200,100,3673540,ok,553240,ok
10,4200,200,4052104,ok,590964,ok
10,4200,300,4494004,ok,635560,ok
10,4200,400,4872864,ok,673404,ok
10,4200,500,5252456,ok,710904,ok
10,4200,600,5630816,ok,748968,ok
10,4200,700,6073464,ok,793180,ok
10,4200,800,6452796,ok,831284,ok
10,4200,900,6832660,ok,868840,ok
10,4200,1000,7211812,ok,906756,ok
10,4200,1100,7653528,ok,951060,ok
10,4200,1200,8033220,ok,989352,ok
10,4200,1300,8411644,ok,1027496,ok
10,4200,1400,8790940,ok,1065828,ok
10,4200,1500,9233032,ok,1108872,ok
10,4200,1600,9612032,ok,1147128,ok
10,4200,1700,9991172,ok,1185312,ok
10,4200,1800,10370024,ok,1223292,ok
10,4200,1900,10812088,over_10gb,1266816,ok
10,4200,2000,11191156,over_10gb,1304992,ok
10,4200,2100,11570396,over_10gb,1343020,ok
10,4300,0,3307220,ok,521088,ok
10,4300,100,3760452,ok,566216,ok
10,4300,200,4147904,ok,605004,ok
10,4300,300,4600484,ok,650288,ok
10,4300,400,4988352,ok,689276,ok
10,4300,500,5376672,ok,727716,ok
10,4300,600,5763824,ok,766636,ok
10,4300,700,6216824,ok,812060,ok
10,4300,800,6605316,ok,850944,ok
10,4300,900,6994140,ok,889372,ok
10,4300,1000,7382496,ok,928212,ok
10,4300,1100,7834428,ok,973604,ok
10,4300,1200,8222916,ok,1012744,ok
10,4300,1300,8610744,ok,1051852,ok
10,4300,1400,8998940,ok,1091096,ok
10,4300,1500,9451640,ok,1135220,ok
10,4300,1600,9839632,ok,1174256,ok
10,4300,1700,10227848,ok,1213168,ok
10,4300,1800,10615568,over_10gb,1252252,ok
10,4300,1900,11068308,over_10gb,1296756,ok
10,4300,2000,11456080,over_10gb,1335764,ok
10,4400,0,3514580,ok,694836,ok
10,4400,100,3973700,ok,740752,ok
10,4400,200,4366412,ok,780744,ok
10,4400,300,4824884,ok,827072,ok
10,4400,400,5218208,ok,866892,ok
10,4400,500,5611628,ok,906340,ok
10,4400,600,6004184,ok,946060,ok
10,4400,700,6462920,ok,992408,ok
10,4400,800,6856632,ok,1032236,ok
10,4400,900,7250668,ok,1071800,ok
10,4400,1000,7644152,ok,1111456,ok
10,4400,1100,8102328,ok,1157852,ok
10,4400,1200,8495940,ok,1197876,ok
10,4400,1300,8888836,ok,1237812,ok
10,4400,1400,9282456,ok,1277792,ok
10,4400,1500,9740996,ok,1323260,ok
10,4400,1600,10134068,ok,1363104,ok
10,4400,1700,10527480,over_10gb,1402932,ok
10,4400,1800,10920244,over_10gb,1443000,ok
10,4400,1900,11379100,over_10gb,1488588,ok
10,4500,0,3514576,ok,702504,ok
10,4500,100,3973700,ok,749472,ok
10,4500,200,4366540,ok,790280,ok
10,4500,300,4824936,ok,837716,ok
10,4500,400,5218828,ok,878448,ok
10,4500,500,5624892,ok,918764,ok
10,4500,600,6030012,ok,959412,ok
10,4500,700,6504208,ok,1006648,ok
10,4500,800,6910476,ok,1047448,ok
10,4500,900,7317512,ok,1087968,ok
10,4500,1000,7723488,ok,1128404,ok
10,4500,1100,8197016,ok,1175988,ok
10,4500,1200,8603440,ok,1217076,ok
10,4500,1300,9009120,ok,1257952,ok
10,4500,1400,9415436,ok,1298732,ok
10,4500,1500,9889164,ok,1345276,ok
10,4500,1600,10295052,ok,1385820,ok
10,4500,1700,10701136,over_10gb,1426912,ok
10,4500,1800,11106904,over_10gb,1467776,ok
10,4500,1900,11580812,over_10gb,1514436,ok
10,4600,0,3535736,ok,709956,ok
10,4600,100,4020112,ok,758288,ok
10,4600,200,4434740,ok,799808,ok
10,4600,300,4918732,ok,848360,ok
10,4600,400,5333760,ok,889968,ok
10,4600,500,5749228,ok,931140,ok
10,4600,600,6163384,ok,972812,ok
10,4600,700,6648076,ok,1021320,ok
10,4600,800,7063184,ok,1062804,ok
10,4600,900,7478980,ok,1104224,ok
10,4600,1000,7894396,ok,1145604,ok
10,4600,1100,8378056,ok,1194188,ok
10,4600,1200,8793632,ok,1236168,ok
10,4600,1300,9208124,ok,1277904,ok
10,4600,1400,9623400,ok,1319604,ok
10,4600,1500,10107500,ok,1367040,ok
10,4600,1600,10522700,over_10gb,1408980,ok
10,4600,1700,10937528,over_10gb,1450708,ok
10,4600,1800,11352428,over_10gb,1492400,ok
10,4700,0,3611684,ok,717660,ok
10,4700,100,4106988,ok,766836,ok
10,4700,200,4530400,ok,809336,ok
10,4700,300,5025008,ok,858964,ok
10,4700,400,5449212,ok,901484,ok
10,4700,500,5873512,ok,943620,ok
10,4700,600,6296804,ok,986036,ok
10,4700,700,6791524,ok,1035772,ok
10,4700,800,7215820,ok,1078184,ok
10,4700,900,7640820,ok,1120452,ok
10,4700,1000,8065064,ok,1162744,ok
10,4700,1100,8559292,ok,1212484,ok
10,4700,1200,8983652,ok,1255268,ok
10,4700,1300,9407244,ok,1297884,ok
10,4700,1400,9831464,ok,1340536,ok
10,4700,1500,10326148,ok,1389188,ok
10,4700,1600,10750408,over_10gb,1431804,ok
10,4700,1700,11174496,over_10gb,1474368,ok
10,4700,1800,11598184,over_10gb,1517212,ok
10,4800,0,3687904,ok,725120,ok
10,4800,100,4193452,ok,775376,ok
10,4800,200,4626440,ok,818992,ok
10,4800,300,5131280,ok,869428,ok
10,4800,400,5564180,ok,912940,ok
10,4800,500,5997296,ok,955968,ok
10,4800,600,6429720,ok,999356,ok
10,4800,700,6935284,ok,1050080,ok
10,4800,800,7368516,ok,1093384,ok
10,4800,900,7802356,ok,1136668,ok
10,4800,1000,8235512,ok,1179960,ok
10,4800,1100,8740352,ok,1230676,ok
10,4800,1200,9173780,ok,1274316,ok
10,4800,1300,9606416,ok,1318012,ok
10,4800,1400,10039740,ok,1361436,ok
10,4800,1500,10544740,over_10gb,1411164,ok
10,4800,1600,10977996,over_10gb,1454796,ok
10,4800,1700,11411172,over_10gb,1498312,ok
10,4900,0,3764340,ok,732816,ok
10,4900,100,4280212,ok,784084,ok
10,4900,200,4721704,ok,828548,ok
10,4900,300,5237468,ok,880180,ok
10,4900,400,5679416,ok,924520,ok
10,4900,500,6121708,ok,968444,ok
10,4900,600,6563040,ok,1012660,ok
10,4900,700,7079052,ok,1064484,ok
10,4900,800,7521088,ok,1108672,ok
10,4900,900,7964020,ok,1152568,ok
10,4900,1000,8406180,ok,1197092,ok
10,4900,1100,8921528,ok,1248740,ok
10,4900,1200,9363848,ok,1293456,ok
10,4900,1300,9805712,ok,1338020,ok
10,4900,1400,10248096,ok,1382452,ok
10,4900,1500,10763568,over_10gb,1433136,ok
10,4900,1600,11205708,over_10gb,1477552,ok
10,4900,1700,11647480,over_10gb,1522104,ok
10,5000,0,3840192,ok,740236,ok
10,5000,100,4366868,ok,792776,ok
10,5000,200,4817544,ok,837964,ok
10,5000,300,5343412,ok,890796,ok
10,5000,400,5794556,ok,935964,ok
10,5000,500,6245604,ok,980900,ok
10,5000,600,6696084,ok,1026124,ok
10,5000,700,7222796,ok,1078988,ok
10,5000,800,7674044,ok,1123936,ok
10,5000,900,8125688,ok,1169068,ok
10,5000,1000,8576780,ok,1214224,ok
10,5000,1100,9102588,ok,1267052,ok
10,5000,1200,9554028,ok,1312556,ok
10,5000,1300,10004876,ok,1358024,ok
10,5000,1400,10455888,ok,1403364,ok
10,5000,1500,10981952,over_10gb,1455116,ok
10,5000,1600,11433012,over_10gb,1500572,ok
10,5000,1700,11884260,over_10gb,1545804,ok
20,1000,0,1558336,ok,169728,ok
20,1000,100,1770444,ok,180280,ok
20,1000,200,1953200,ok,189296,ok
20,1000,300,2166424,ok,200040,ok
20,1000,400,2349092,ok,209184,ok
20,1000,500,2531672,ok,218328,ok
20,1000,600,2714644,ok,227536,ok
20,1000,700,2927968,ok,238220,ok
20,1000,800,3110448,ok,247108,ok
20,1000,900,3293184,ok,256140,ok
20,1000,1000,3475852,ok,265368,ok
20,1000,1100,3688788,ok,277440,ok
20,1000,1200,3871432,ok,285772,ok
20,1000,1300,4054104,ok,294536,ok
20,1000,1400,4236820,ok,304540,ok
20,1000,1500,4449628,ok,314616,ok
20,1000,1600,4632188,ok,323492,ok
20,1000,1700,4814920,ok,333276,ok
20,1000,1800,4997364,ok,342100,ok
20,1000,1900,5210620,ok,352632,ok
20,1000,2000,5393044,ok,361624,ok
20,1000,2100,5575548,ok,370968,ok
