branch,loops,padding_size,existing_memory_kb,existing_status,new_memory_kb,new_status
10,1100,1700,2638892,ok,2525932,ok
10,1100,1800,2738860,ok,2621804,ok
10,1100,1900,2855848,ok,2733548,ok
10,1100,2000,2955648,ok,2829420,ok
10,1100,2100,3055696,ok,2925292,ok
10,1100,2200,3155476,ok,3020904,ok
10,1100,2300,3272488,ok,3133036,ok
10,1100,2400,3372404,ok,3228912,ok
10,1100,2500,3472588,ok,3324716,ok
10,1100,2600,3572560,ok,3420656,ok
10,1100,2700,3688752,ok,3532164,ok
10,1100,2800,3787784,ok,3628116,ok
10,1100,2900,3888124,ok,3724008,ok
10,1100,3000,3988216,ok,3819752,ok
10,1100,3100,4104588,ok,3931884,ok
10,1100,3200,4205108,ok,4027468,ok
10,1100,3300,4304760,ok,4123500,ok
10,1100,3400,4404916,ok,4219368,ok
10,1100,3500,4521852,ok,4331372,ok
10,1100,3600,4621684,ok,4427032,ok
10,1100,3700,4722040,ok,4522848,ok
10,1100,3800,4821892,ok,4618736,ok
10,1100,3900,4938612,ok,4730740,ok
10,1100,4000,5038712,ok,4826608,ok
10,1200,0,931568,ok,885304,ok
10,1200,100,1058404,ok,1006416,ok
10,1200,200,1167340,ok,1110672,ok
10,1200,300,1294632,ok,1232016,ok
10,1200,400,1403540,ok,1335956,ok
10,1200,500,1512824,ok,1440016,ok
10,1200,600,1621792,ok,1544084,ok
10,1200,700,1748952,ok,1665428,ok
10,1200,800,1858184,ok,1769368,ok
10,1200,900,1967232,ok,1873432,ok
10,1200,1000,2076364,ok,1977124,ok
10,1200,1100,2203200,ok,2098552,ok
10,1200,1200,2312492,ok,2202776,ok
10,1200,1300,2421492,ok,2306836,ok
10,1200,1400,2530188,ok,2410772,ok
10,1200,1500,2657676,ok,2531908,ok
10,1200,1600,2766600,ok,2636048,ok
10,1200,1700,2875752,ok,2739804,ok
10,1200,1800,2984748,ok,2844184,ok
10,1200,1900,3111844,ok,2965528,ok
10,1200,2000,3220780,ok,3069368,ok
10,1200,2100,3330000,ok,3173520,ok
10,1200,2200,3438872,ok,3277396,ok
10,1200,2300,3566116,ok,3398932,ok
10,1200,2400,3675124,ok,3502864,ok
10,1200,2500,3783956,ok,3606676,ok
10,1200,2600,3893200,ok,3710636,ok
10,1200,2700,4020036,ok,3832136,ok
10,1200,2800,4128280,ok,3936280,ok
10,1200,2900,4237568,ok,4040136,ok
10,1200,3000,4346572,ok,4144280,ok
10,1200,3100,4473668,ok,4265472,ok
10,1200,3200,4582908,ok,4369532,ok
10,1200,3300,4691772,ok,4473620,ok
10,1200,3400,4800780,ok,4577528,ok
10,1200,3500,4928036,ok,4698892,ok
10,1200,3600,5037172,ok,4802804,ok
10,1200,3700,5146152,ok,4906708,ok
10,1200,3800,5255416,ok,5010876,ok
10,1200,3900,5382284,ok,5132440,ok
10,1200,4000,5491472,ok,5236240,ok
10,1300,0,1007724,ok,953484,ok
10,1300,100,1144804,ok,1084104,ok
10,1300,200,1263116,ok,1196304,ok
10,1300,300,1401028,ok,1327116,ok
10,1300,400,1518996,ok,1438944,ok
10,1300,500,1637116,ok,1551120,ok
10,1300,600,1754928,ok,1663248,ok
10,1300,700,1892948,ok,1793940,ok
10,1300,800,2011012,ok,1906072,ok
10,1300,900,2129028,ok,2018072,ok
10,1300,1000,2246992,ok,2130200,ok
10,1300,1100,2384676,ok,2260884,ok
10,1300,1200,2502568,ok,2373016,ok
10,1300,1300,2620784,ok,2484692,ok
10,1300,1400,2738760,ok,2597144,ok
10,1300,1500,2876428,ok,2727704,ok
10,1300,1600,2994456,ok,2839704,ok
10,1300,1700,3112300,ok,2951960,ok
10,1300,1800,3230508,ok,3063840,ok
10,1300,1900,3368104,ok,3194520,ok
10,1300,2000,3486012,ok,3306772,ok
10,1300,2100,3604048,ok,3418688,ok
10,1300,2200,3722020,ok,3530900,ok
10,1300,2300,3859856,ok,3661588,ok
10,1300,2400,3977832,ok,3773716,ok
10,1300,2500,4095952,ok,3885720,ok
10,1300,2600,4214092,ok,3997844,ok
10,1300,2700,4351600,ok,4128664,ok
10,1300,2800,4468924,ok,4240660,ok
10,1300,2900,4587004,ok,4352788,ok
10,1300,3000,4705124,ok,4464792,ok
10,1300,3100,4842644,ok,4595480,ok
10,1300,3200,4960892,ok,4707608,ok
10,1300,3300,5078904,ok,4819608,ok
10,1300,3400,5196920,ok,4931736,ok
10,1300,3500,5334524,ok,5062420,ok
10,1300,3600,5452660,ok,5174344,ok
10,1300,3700,5570552,ok,5286552,ok
10,1300,3800,5688696,ok,5398508,ok
10,1300,3900,5826548,ok,5529156,ok
10,1300,4000,5944212,ok,5641496,ok
10,1400,0,1084016,ok,1020692,ok
10,1400,100,1231716,ok,1160976,ok
10,1400,200,1358860,ok,1280912,ok
10,1400,300,1507272,ok,1420724,ok
10,1400,400,1634200,ok,1541012,ok
10,1400,500,1761400,ok,1661076,ok
10,1400,600,1888416,ok,1780868,ok
10,1400,700,2036232,ok,1921048,ok
10,1400,800,2163492,ok,2041112,ok
10,1400,900,2290820,ok,2161048,ok
10,1400,1000,2417744,ok,2281108,ok
10,1400,1100,2565668,ok,2421144,ok
10,1400,1200,2692608,ok,2541208,ok
10,1400,1300,2819804,ok,2661144,ok
10,1400,1400,2946888,ok,2781204,ok
10,1400,1500,3095184,ok,2921236,ok
10,1400,1600,3222296,ok,3040936,ok
10,1400,1700,3349096,ok,3161112,ok
10,1400,1800,3476012,ok,3281304,ok
10,1400,1900,3624168,ok,3421080,ok
10,1400,2000,3751300,ok,3541056,ok
10,1400,2100,3878096,ok,3661188,ok
10,1400,2200,4005420,ok,3781228,ok
10,1400,2300,4153700,ok,3921188,ok
10,1400,2400,4280820,ok,4041144,ok
10,1400,2500,4407872,ok,4161428,ok
10,1400,2600,4534864,ok,4281320,ok
10,1400,2700,4682480,ok,4421368,ok
10,1400,2800,4808884,ok,4541324,ok
10,1400,2900,4936188,ok,4661528,ok
10,1400,3000,5063556,ok,4781408,ok
10,1400,3100,5211388,ok,4921264,ok
10,1400,3200,5338876,ok,5041560,ok
10,1400,3300,5465472,ok,5161624,ok
10,1400,3400,5592952,ok,5281384,ok
10,1400,3500,5741048,ok,5421460,ok
10,1400,3600,5867700,ok,5541652,ok
10,1400,3700,5995128,ok,5661336,ok
10,1400,3800,6121948,ok,5781408,ok
10,1400,3900,6270212,ok,5921544,ok
10,1400,4000,6397172,ok,6041428,ok
10,1500,0,1160176,ok,1087500,ok
10,1500,100,1318496,ok,1236540,ok
10,1500,200,1454732,ok,1364624,ok
10,1500,300,1613512,ok,1513744,ok
10,1500,400,1749400,ok,1641620,ok
10,1500,500,1885564,ok,1769616,ok
10,1500,600,2021540,ok,1897492,ok
10,1500,700,2180180,ok,2046616,ok
10,1500,800,2316168,ok,2174328,ok
10,1500,900,2452480,ok,2302360,ok
10,1500,1000,2588480,ok,2430232,ok
10,1500,1100,2746740,ok,2579480,ok
10,1500,1200,2882848,ok,2707156,ok
10,1500,1300,3018992,ok,2835224,ok
10,1500,1400,3155016,ok,2963096,ok
10,1500,1500,3313928,ok,3111972,ok
10,1500,1600,3449880,ok,3239832,ok
10,1500,1700,3585764,ok,3368084,ok
10,1500,1800,3721720,ok,3495956,ok
10,1500,1900,3880580,ok,3645080,ok
10,1500,2000,4016516,ok,3772904,ok
10,1500,2100,4152584,ok,3900948,ok
10,1500,2200,4288580,ok,4028820,ok
10,1500,2300,4447328,ok,4177936,ok
10,1500,2400,4583544,ok,4305808,ok
10,1500,2500,4719692,ok,4433504,ok
10,1500,2600,4855460,ok,4561556,ok
10,1500,2700,5014064,ok,4710616,ok
10,1500,2800,5149688,ok,4838448,ok
10,1500,2900,5285752,ok,4966536,ok
10,1500,3000,5421896,ok,5094252,ok
10,1500,3100,5580536,ok,5243424,ok
10,1500,3200,5716700,ok,5371544,ok
10,1500,3300,5852344,ok,5499276,ok
10,1500,3400,5988824,ok,5627288,ok
10,1500,3500,6147336,ok,5776316,ok
10,1500,3600,6283384,ok,5904324,ok
10,1500,3700,6419572,ok,6032024,ok
10,1500,3800,6555496,ok,6159988,ok
10,1500,3900,6714352,ok,6309164,ok
10,1500,4000,6850420,ok,6436736,ok
10,1600,0,1236076,ok,1153296,ok
10,1600,100,1405120,ok,1311632,ok
10,1600,200,1550476,ok,1447180,ok
10,1600,300,1719624,ok,1605444,ok
10,1600,400,1864600,ok,1740880,ok
10,1600,500,2009492,ok,1876580,ok
10,1600,600,2154660,ok,2012432,ok
10,1600,700,2323920,ok,2170404,ok
10,1600,800,2468996,ok,2306324,ok
10,1600,900,2613864,ok,2441800,ok
10,1600,1000,2759116,ok,2577688,ok
10,1600,1100,2928160,ok,2735660,ok
10,1600,1200,3073320,ok,2871240,ok
10,1600,1300,3218288,ok,3007128,ok
10,1600,1400,3363136,ok,3142804,ok
10,1600,1500,3532560,ok,3301140,ok
10,1600,1600,3677592,ok,3436696,ok
10,1600,1700,3822572,ok,3572328,ok
10,1600,1800,3967512,ok,3708056,ok
10,1600,1900,4136720,ok,3866136,ok
10,1600,2000,4281856,ok,4001880,ok
10,1600,2100,4426960,ok,4137616,ok
10,1600,2200,4572076,ok,4272988,ok
10,1600,2300,4741156,ok,4431508,ok
10,1600,2400,4886136,ok,4566928,ok
10,1600,2500,5031248,ok,4702740,ok
10,1600,2600,5176272,ok,4838420,ok
10,1600,2700,5345320,ok,4996628,ok
10,1600,2800,5490292,ok,5132312,ok
10,1600,2900,5635324,ok,5267736,ok
10,1600,3000,5780088,ok,5403484,ok
10,1600,3100,5949336,ok,5561660,ok
10,1600,3200,6094284,ok,5697304,ok
10,1600,3300,6239608,ok,5832984,ok
10,1600,3400,6384384,ok,5968824,ok
10,1600,3500,6553976,ok,6126920,ok
10,1600,3600,6698736,ok,6262680,ok
10,1600,3700,6843856,ok,6398356,ok
10,1600,3800,6989000,ok,6533836,ok
10,1600,3900,7158260,ok,6692032,ok
10,1600,4000,7303240,ok,6827996,ok
10,1700,0,1312300,ok,1218316,ok
10,1700,100,1491936,ok,1385488,ok
10,1700,200,1645832,ok,1528848,ok
10,1700,300,1825556,ok,1696016,ok
10,1700,400,1979672,ok,1839380,ok
10,1700,500,2133696,ok,1982692,ok
10,1700,600,2287936,ok,2125724,ok
10,1700,700,2467664,ok,2293108,ok
10,1700,800,2621700,ok,2436320,ok
10,1700,900,2775512,ok,2579860,ok
10,1700,1000,2929744,ok,2723220,ok
10,1700,1100,3109248,ok,2890260,ok
10,1700,1200,3263152,ok,3033752,ok
10,1700,1300,3417316,ok,3176964,ok
10,1700,1400,3571556,ok,3320344,ok
10,1700,1500,3751180,ok,3487636,ok
10,1700,1600,3905304,ok,3630656,ok
10,1700,1700,4059244,ok,3774228,ok
10,1700,1800,4213420,ok,3917588,ok
10,1700,1900,4393128,ok,4084592,ok
10,1700,2000,4547200,ok,4227864,ok
10,1700,2100,4701136,ok,4371344,ok
10,1700,2200,4855084,ok,4514532,ok
10,1700,2300,5034920,ok,4681872,ok
10,1700,2400,5188984,ok,4825020,ok
10,1700,2500,5343052,ok,4968364,ok
10,1700,2600,5496808,ok,5111572,ok
10,1700,2700,5676572,ok,5279128,ok
10,1700,2800,5830648,ok,5422136,ok
10,1700,2900,5984636,ok,5565720,ok
10,1700,3000,6138668,ok,5709076,ok
10,1700,3100,6318336,ok,5876076,ok
10,1700,3200,6472572,ok,6019608,ok
10,1700,3300,6626496,ok,6162840,ok
10,1700,3400,6780664,ok,6305952,ok
10,1700,3500,6960248,ok,6473144,ok
10,1700,3600,7114356,ok,6616640,ok
10,1700,3700,7268472,ok,6760084,ok
10,1700,3800,7422364,ok,6903316,ok
10,1700,3900,7602152,ok,7070380,ok
10,1700,4000,7755896,ok,7213848,ok
10,1800,0,1388272,ok,1282552,ok
10,1800,100,1578592,ok,1458576,ok
10,1800,200,1741576,ok,1609488,ok
10,1800,300,1931844,ok,1785484,ok
10,1800,400,2094868,ok,1936404,ok
10,1800,500,2257772,ok,2087112,ok
10,1800,600,2420900,ok,2238224,ok
10,1800,700,2611156,ok,2414104,ok
10,1800,800,2774152,ok,2565012,ok
10,1800,900,2937220,ok,2716052,ok
10,1800,1000,3100236,ok,2866728,ok
10,1800,1100,3290528,ok,3042964,ok
10,1800,1200,3453248,ok,3193876,ok
10,1800,1300,3616624,ok,3344788,ok
10,1800,1400,3779628,ok,3495704,ok
10,1800,1500,3969808,ok,3671500,ok
10,1800,1600,4132888,ok,3822616,ok
10,1800,1700,4295676,ok,3973268,ok
10,1800,1800,4458924,ok,4124440,ok
10,1800,1900,4648968,ok,4300440,ok
10,1800,2000,4811928,ok,4451352,ok
10,1800,2100,4975188,ok,4602260,ok
10,1800,2200,5138344,ok,4753172,ok
10,1800,2300,5328364,ok,4929156,ok
10,1800,2400,5491576,ok,5080084,ok
10,1800,2500,5654604,ok,5230808,ok
10,1800,2600,5817532,ok,5381716,ok
10,1800,2700,6007856,ok,5558040,ok
10,1800,2800,6170688,ok,5708824,ok
10,1800,2900,6333952,ok,5859732,ok
10,1800,3000,6496940,ok,6010648,ok
10,1800,3100,6686976,ok,6186776,ok
10,1800,3200,6850176,ok,6337684,ok
10,1800,3300,7013236,ok,6488472,ok
10,1800,3400,7176316,ok,6639244,ok
10,1800,3500,7366520,ok,6815512,ok
10,1800,3600,7529588,ok,6966168,ok
10,1800,3700,7692664,ok,7117208,ok
10,1800,3800,7855480,ok,7268120,ok
10,1800,3900,8045620,ok,7444244,ok
10,1800,4000,8208888,ok,7595000,ok
10,1900,0,1469552,ok,1345936,ok
10,1900,100,1670628,ok,1530768,ok
10,1900,200,1842828,ok,1689100,ok
10,1900,300,2043336,ok,1873936,ok
10,1900,400,2215192,ok,2032276,ok
10,1900,500,2387448,ok,2190612,ok
10,1900,600,2559524,ok,2349076,ok
10,1900,700,2759892,ok,2533784,ok
10,1900,800,2931976,ok,2691880,ok
10,1900,900,3102980,ok,2850584,ok
10,1900,1000,3274704,ok,3008920,ok
10,1900,1100,3475740,ok,3193752,ok
10,1900,1200,3647744,ok,3351852,ok
10,1900,1300,3819636,ok,3510184,ok
10,1900,1400,3991876,ok,3668888,ok
10,1900,1500,4192820,ok,3853416,ok
10,1900,1600,4364952,ok,4012056,ok
10,1900,1700,4536644,ok,4170392,ok
10,1900,1800,4708892,ok,4328468,ok
10,1900,1900,4909588,ok,4513560,ok
10,1900,2000,5081600,ok,4671896,ok
10,1900,2100,5253664,ok,4830208,ok
10,1900,2200,5425704,ok,4988692,ok
10,1900,2300,5626660,ok,5173520,ok
10,1900,2400,5798772,ok,5331732,ok
10,1900,2500,5970456,ok,5489824,ok
10,1900,2600,6142752,ok,5648492,ok
10,1900,2700,6343336,ok,5833112,ok
10,1900,2800,6515448,ok,5991784,ok
10,1900,2900,6687360,ok,6149952,ok
10,1900,3000,6859328,ok,6308364,ok
10,1900,3100,7059964,ok,6493332,ok
10,1900,3200,7231956,ok,6651496,ok
10,1900,3300,7404000,ok,6810132,ok
10,1900,3400,7576184,ok,6968344,ok
10,1900,3500,7776616,ok,7153304,ok
10,1900,3600,7949040,ok,7311512,ok
10,1900,3700,8120452,ok,7469876,ok
10,1900,3800,8292708,ok,7628440,ok
10,1900,3900,8493552,ok,7813140,ok
10,1900,4000,8665464,ok,7971448,ok
10,2000,0,1545324,ok,1408292,ok
10,2000,100,1757408,ok,1601932,ok
10,2000,200,1938204,ok,1767480,ok
10,2000,300,2149320,ok,1960976,ok
10,2000,400,2330168,ok,2126612,ok
10,2000,500,2511356,ok,2292384,ok
10,2000,600,2692640,ok,2458256,ok
10,2000,700,2903760,ok,2651796,ok
10,2000,800,3084676,ok,2817556,ok
10,2000,900,3264644,ok,2983192,ok
10,2000,1000,3445164,ok,3149080,ok
10,2000,1100,3656700,ok,3342488,ok
10,2000,1200,3837864,ok,3508080,ok
10,2000,1300,4018684,ok,3673864,ok
10,2000,1400,4200136,ok,3839768,ok
10,2000,1500,4411196,ok,4033176,ok
10,2000,1600,4592404,ok,4198936,ok
10,2000,1700,4773256,ok,4364660,ok
10,2000,1800,4954368,ok,4530320,ok
10,2000,1900,5165860,ok,4723672,ok
10,2000,2000,5346764,ok,4889752,ok
10,2000,2100,5527976,ok,5055508,ok
10,2000,2200,5709228,ok,5221264,ok
10,2000,2300,5920144,ok,5414552,ok
10,2000,2400,6101492,ok,5580204,ok
10,2000,2500,6282444,ok,5746196,ok
10,2000,2600,6463340,ok,5911796,ok
10,2000,2700,6674584,ok,6105204,ok
10,2000,2800,6855504,ok,6271128,ok
10,2000,2900,7036644,ok,6436888,ok
10,2000,3000,7217656,ok,6602644,ok
10,2000,3100,7428648,ok,6795932,ok
10,2000,3200,7609704,ok,6961812,ok
10,2000,3300,7790840,ok,7127572,ok
10,2000,3400,7971964,ok,7293240,ok
10,2000,3500,8182888,ok,7486744,ok
10,2000,3600,8364048,ok,7652248,ok
10,2000,3700,8545016,ok,7818264,ok
10,2000,3800,8726008,ok,7983840,ok
10,2000,3900,8937200,ok,8177208,ok
10,2000,4000,9118140,ok,8342968,ok
10,2100,0,1621868,ok,1470112,ok
10,2100,100,1843888,ok,1672092,ok
10,2100,200,2034056,ok,1845264,ok
10,2100,300,2255684,ok,2047056,ok
10,2100,400,2445592,ok,2220308,ok
10,2100,500,2635404,ok,2393360,ok
10,2100,600,2825760,ok,2566416,ok
10,2100,700,3047508,ok,2768280,ok
10,2100,800,3237084,ok,2941336,ok
10,2100,900,3426180,ok,3114260,ok
10,2100,1000,3616000,ok,3287316,ok
10,2100,1100,3838112,ok,3489176,ok
10,2100,1200,4028204,ok,3662328,ok
10,2100,1300,4217896,ok,3835424,ok
10,2100,1400,4408392,ok,4008596,ok
10,2100,1500,4630104,ok,4210208,ok
10,2100,1600,4820248,ok,4383304,ok
10,2100,1700,5010060,ok,4556460,ok
10,2100,1800,5200300,ok,4729452,ok
10,2100,1900,5422116,ok,4931480,ok
10,2100,2000,5612036,ok,5104480,ok
10,2100,2100,5802196,ok,5277712,ok
10,2100,2200,5991980,ok,5450532,ok
10,2100,2300,6213800,ok,5652756,ok
10,2100,2400,6403948,ok,5825808,ok
10,2100,2500,6594128,ok,5998868,ok
10,2100,2600,6784068,ok,6171448,ok
10,2100,2700,7005876,ok,6373648,ok
10,2100,2800,7196020,ok,6546596,ok
10,2100,2900,7385512,ok,6719896,ok
10,2100,3000,7575916,ok,6892952,ok
10,2100,3100,7797424,ok,7094932,ok
10,2100,3200,7987584,ok,7267988,ok
10,2100,3300,8177652,ok,7440884,ok
10,2100,3400,8367736,ok,7614100,ok
10,2100,3500,8589180,ok,7815956,ok
10,2100,3600,8779380,ok,7988964,ok
10,2100,3700,8969136,ok,8161860,ok
10,2100,3800,9159124,ok,8335148,ok
10,2100,3900,9380980,ok,8536896,ok
10,2100,4000,9570932,ok,8710036,ok
10,2200,0,1758828,ok,1531152,ok
10,2200,100,1988704,ok,1741484,ok
10,2200,200,2185356,ok,1921780,ok
10,2200,300,2414664,ok,2131996,ok
10,2200,400,2610740,ok,2312464,ok
10,2200,500,2807676,ok,2492508,ok
10,2200,600,3004448,ok,2672788,ok
10,2200,700,3233680,ok,2883220,ok
10,2200,800,3430276,ok,3063576,ok
10,2200,900,3625984,ok,3243800,ok
10,2200,1000,3822064,ok,3424020,ok
10,2200,1100,4051872,ok,3634324,ok
10,2200,1200,4248436,ok,3814680,ok
10,2200,1300,4445044,ok,3994648,ok
10,2200,1400,4641680,ok,4174940,ok
10,2200,1500,4871268,ok,4385304,ok
10,2200,1600,5068056,ok,4565528,ok
10,2200,1700,5264488,ok,4746008,ok
10,2200,1800,5461036,ok,4926232,ok
10,2200,1900,5690440,ok,5136196,ok
10,2200,2000,5887056,ok,5316884,ok
10,2200,2100,6083924,ok,5497108,ok
10,2200,2200,6280556,ok,5677200,ok
10,2200,2300,6509988,ok,5887460,ok
10,2200,2400,6706608,ok,6067732,ok
10,2200,2500,6905660,ok,6248084,ok
10,2200,2600,7104732,ok,6428264,ok
10,2200,2700,7336868,ok,6638560,ok
10,2200,2800,7536208,ok,6818968,ok
10,2200,2900,7735040,ok,6999072,ok
10,2200,3000,7934168,ok,7179180,ok
10,2200,3100,8166044,ok,7389740,ok
10,2200,3200,8365196,ok,7569944,ok
10,2200,3300,8564092,ok,7750296,ok
10,2200,3400,8763088,ok,7930508,ok
10,2200,3500,8995452,ok,8140952,ok
10,2200,3600,9194604,ok,8320968,ok
10,2200,3700,9393596,ok,8501524,ok
10,2200,3800,9592212,ok,8681752,ok
10,2200,3900,9824656,ok,8892052,ok
10,2200,4000,10023496,ok,9072104,ok
10,2300,0,1774164,ok,1591568,ok
10,2300,100,2017220,ok,1810064,ok
10,2300,200,2225228,ok,1997452,ok
10,2300,300,2467816,ok,2216076,ok
10,2300,400,2675404,ok,2403476,ok
10,2300,500,2884000,ok,2590740,ok
10,2300,600,3091864,ok,2778128,ok
10,2300,700,3334580,ok,2996760,ok
10,2300,800,3542612,ok,3184152,ok
10,2300,900,3749640,ok,3371304,ok
10,2300,1000,3957528,ok,3558596,ok
10,2300,1100,4200764,ok,3777428,ok
10,2300,1200,4408772,ok,3964496,ok
10,2300,1300,4616500,ok,4151984,ok
10,2300,1400,4824448,ok,4339608,ok
10,2300,1500,5067432,ok,4557844,ok
10,2300,1600,5275804,ok,4745496,ok
10,2300,1700,5483312,ok,4932760,ok
10,2300,1800,5691828,ok,5120152,ok
10,2300,1900,5934564,ok,5338736,ok
10,2300,2000,6142372,ok,5526040,ok
10,2300,2100,6350428,ok,5713556,ok
10,2300,2200,6558548,ok,5900944,ok
10,2300,2300,6801316,ok,6119396,ok
10,2300,2400,7009336,ok,6306832,ok
10,2300,2500,7217488,ok,6494224,ok
10,2300,2600,7425704,ok,6681616,ok
10,2300,2700,7668164,ok,6899940,ok
10,2300,2800,7876056,ok,7087388,ok
10,2300,2900,8084140,ok,7274892,ok
10,2300,3000,8292308,ok,7462228,ok
10,2300,3100,8534888,ok,7680916,ok
10,2300,3200,8742704,ok,7868092,ok
10,2300,3300,8950740,ok,8055704,ok
10,2300,3400,9158788,ok,8242868,ok
10,2300,3500,9401628,ok,8461476,ok
10,2300,3600,9609748,ok,8648628,ok
10,2300,3700,9817392,ok,8836224,ok
10,2300,3800,10025484,ok,9023632,ok
10,2300,3900,10268468,ok,9242256,ok
10,2300,4000,10476264,ok,9429656,ok
10,2400,0,1850192,ok,1650832,ok
10,2400,100,2103400,ok,1877648,ok
10,2400,200,2320724,ok,2072076,ok
10,2400,300,2573892,ok,2298520,ok
10,2400,400,2790944,ok,2493064,ok
10,2400,500,3008032,ok,2687504,ok
10,2400,600,3225008,ok,2881940,ok
10,2400,700,3478096,ok,3108760,ok
10,2400,800,3695292,ok,3302840,ok
10,2400,900,3911320,ok,3497480,ok
10,2400,1000,4128208,ok,3691604,ok
10,2400,1100,4381512,ok,3918616,ok
10,2400,1200,4598724,ok,4113048,ok
10,2400,1300,4815796,ok,4307352,ok
10,2400,1400,5032988,ok,4501780,ok
10,2400,1500,5286128,ok,4728472,ok
10,2400,1600,5503392,ok,4922776,ok
10,2400,1700,5720192,ok,5117092,ok
10,2400,1800,5937456,ok,5311460,ok
10,2400,1900,6190688,ok,5538452,ok
10,2400,2000,6407660,ok,5732760,ok
10,2400,2100,6624916,ok,5926932,ok
10,2400,2200,6842024,ok,6121372,ok
10,2400,2300,7095296,ok,6347952,ok
10,2400,2400,7312068,ok,6542604,ok
10,2400,2500,7529068,ok,6736860,ok
10,2400,2600,7746136,ok,6931460,ok
10,2400,2700,7999160,ok,7158168,ok
10,2400,2800,8216268,ok,7352368,ok
10,2400,2900,8433532,ok,7546772,ok
10,2400,3000,8650324,ok,7741332,ok
10,2400,3100,8903528,ok,7968148,ok
10,2400,3200,9120416,ok,8162264,ok
10,2400,3300,9337496,ok,8356696,ok
10,2400,3400,9554564,ok,8551320,ok
10,2400,3500,9807696,ok,8778008,ok
10,2400,3600,10024812,ok,8972184,ok
10,2400,3700,10241660,ok,9166488,ok
10,2400,3800,10458584,ok,9361112,ok
10,2400,3900,10712116,over_10gb,9587992,ok
10,2400,4000,10928992,over_10gb,9782168,ok
10,2500,0,1926484,ok,1751312,ok
10,2500,100,2190328,ok,1980688,ok
10,2500,200,2416588,ok,2177292,ok
10,2500,300,2680296,ok,2406668,ok
10,2500,400,2906148,ok,2603280,ok
10,2500,500,3132192,ok,2799892,ok
10,2500,600,3358304,ok,2996496,ok
10,2500,700,3621796,ok,3225880,ok
10,2500,800,3847992,ok,3422488,ok
10,2500,900,4073108,ok,3621516,ok
10,2500,1000,4298876,ok,3822848,ok
10,2500,1100,4563004,ok,4057668,ok
10,2500,1200,4789060,ok,4259020,ok
10,2500,1300,5015096,ok,4460516,ok
10,2500,1400,5241244,ok,4661736,ok
10,2500,1500,5504976,ok,4896616,ok
10,2500,1600,5731100,ok,5097832,ok
10,2500,1700,5956968,ok,5298944,ok
10,2500,1800,6183088,ok,5500216,ok
10,2500,1900,6446944,ok,5735188,ok
10,2500,2000,6672876,ok,5936388,ok
10,2500,2100,6898864,ok,6137692,ok
10,2500,2200,7124688,ok,6339020,ok
10,2500,2300,7388548,ok,6573844,ok
10,2500,2400,7614616,ok,6775032,ok
